symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
SF,Stifel Financial Corp.,66.03,0.64,+0.98%,"112,428","665,460",6.931B,15.87,665460,6931000000
CCIV,Churchill Capital Corp IV,26.76,2.06,+8.34%,13.726M,48.024M,6.924B,,48024000,6924000000
BMRPF,B&M European Value Retail S.A.,7.20,-0.26,-3.49%,"1,482","35,122",6.923B,25.81,35122,6923000000
TWST,Twist Bioscience Corporation,142.20,15.76,+12.46%,"448,923","930,558",6.917B,,930558,6917000000
COLM,Columbia Sportswear Company,104.17,0.66,+0.64%,"115,103","329,190",6.915B,64.30,329190,6915000000
KOD,Kodiak Sciences Inc.,135.13,8.24,+6.49%,"93,042","304,233",6.914B,,304233,6914000000
PSXP,Phillips 66 Partners LP,30.88,-0.2,-0.64%,"550,538",1.109M,6.888B,9.45,1109000,6888000000
SRPT,"Sarepta Therapeutics, Inc.",86.63,2.12,+2.51%,"285,650",2.139M,6.88B,,2139000,6880000000
LPL,"LG Display Co., Ltd.",9.74,0.11,+1.19%,"320,466","663,376",6.876B,,663376,6876000000
OAK-PB,"Oaktree Capital Group, LLC",26.57,0.05,+0.19%,"4,813","28,950",6.875B,12.20,28950,6875000000
PNFP,"Pinnacle Financial Partners, Inc.",90.43,0.64,+0.71%,"53,917","419,396",6.872B,22.44,419396,6872000000
EXPI,"eXp World Holdings, Inc.",49.21,3.31,+7.21%,1.366M,2.154M,6.857B,284.45,2154000,6857000000
XEC,Cimarex Energy Co.,66.67,2.15,+3.33%,"288,168",1.318M,6.854B,,1318000,6854000000
CD,Chindata Group Holdings Limited,19.07,0.55,+2.97%,"378,674",1.315M,6.851B,,1315000,6851000000
STWD,"Starwood Property Trust, Inc.",23.96,0.33,+1.40%,"801,845",2.346M,6.839B,20.69,2346000,6839000000
TFII,TFI International Inc.,73.31,2.27,+3.20%,"67,721","227,446",6.826B,,227446,6826000000
GEAGY,GEA Group Aktiengesellschaft,37.74,-0.01,-0.03%,"287,226","37,779",6.81B,26.92,37779,6810000000
WOOF,"Petco Health and Wellness Company, Inc.",22.46,0.97,+4.51%,"592,643",4.273M,6.783B,,4273000,6783000000
GTBIF,Green Thumb Industries Inc.,31.83,1.02,+3.31%,"282,508","734,146",6.768B,,734146,6768000000
HFC,HollyFrontier Corporation,41.65,0.68,+1.66%,"637,776",2.569M,6.765B,,2569000,6765000000
DOOO,BRP Inc.,76.96,2.94,+3.97%,"12,903","78,763",6.763B,41.38,78763,6763000000
BLD,TopBuild Corp.,204.60,2.32,+1.15%,"66,744","299,205",6.755B,27.57,299205,6755000000
BLD,TopBuild Corp.,204.60,2.32,+1.15%,"66,744","299,205",6.755B,27.57,299205,6755000000
OCFT,"OneConnect Financial Technology Co., Ltd.",17.30,1.01,+6.20%,"137,189","554,636",6.747B,,554636,6747000000
FSV,FirstService Corporation,154.15,3.26,+2.16%,"171,634","47,115",6.739B,76.31,47115,6739000000
PAG,"Penske Automotive Group, Inc.",83.81,0.38,+0.46%,"115,311","308,088",6.738B,12.43,308088,6738000000
BL,"BlackLine, Inc.",116.58,2.25,+1.97%,1.238M,"702,536",6.737B,,702536,6737000000
COTY,Coty Inc.,8.77,0.02,+0.29%,3.49M,13.701M,6.729B,,13701000,6729000000
AACAY,AAC Technologies Holdings Inc.,5.49,0.15,+2.81%,"8,857","97,675",6.723B,9.63,97675,6723000000
SHTDY,"Sinopharm Group Co., Ltd.",11.31,0.02,+0.21%,"4,651","68,183",6.706B,7.91,68183,6706000000
FSR,Fisker Inc.,24.17,-0.27,-1.10%,6.161M,17.284M,6.702B,,17284000,6702000000
BSMX,"Banco Santander México, S.A., Institución de Banca Múltiple, Grupo Financiero Santander México",5.05,0.07,+1.41%,"83,869","288,893",6.694B,25.90,288893,6694000000
AIRC,Apartment Income REIT Corp.,42.98,0.42,+0.99%,"257,084",1.742M,6.688B,,1742000,6688000000
LITE,Lumentum Holdings Inc.,88.30,3.33,+3.91%,"505,069",1.79M,6.684B,36.25,1790000,6684000000
NKLA,Nikola Corporation,17.00,1.0,+6.22%,5.966M,15.483M,6.661B,,15483000,6661000000
TXRH,"Texas Roadhouse, Inc.",95.63,0.48,+0.50%,"538,553","797,531",6.658B,212.51,797531,6658000000
NXST,"Nexstar Media Group, Inc.",153.35,1.51,+0.99%,"67,881","464,636",6.653B,8.83,464636,6653000000
FRPT,"Freshpet, Inc.",153.95,6.23,+4.22%,"72,000","338,098",6.641B,,338098,6641000000
TMX,"Terminix Global Holdings, Inc.",50.29,1.79,+3.70%,"283,661","617,120",6.632B,,617120,6632000000
POST,"Post Holdings, Inc.",102.85,0.4,+0.39%,"76,838","431,861",6.62B,,431861,6620000000
TUIFY,TUI AG,2.9790,-0.011,-0.37%,"18,692","94,358",6.618B,4.11,94358,6618000000
GWPH,GW Pharmaceuticals plc,215.00,-0.13,-0.06%,"284,935","958,906",6.617B,,958906,6617000000
ORI,Old Republic International Corporation,21.75,0.12,+0.53%,"641,956",2.062M,6.614B,11.63,2061999,6614000000
DKS,"DICK'S Sporting Goods, Inc.",73.69,2.16,+3.02%,1.197M,1.996M,6.603B,12.88,1996000,6603000000
LFUS,"Littelfuse, Inc.",268.95,6.14,+2.34%,"24,027","112,798",6.599B,50.84,112798,6599000000
BRLAF,British Land Company Plc,7.08,0.0,0.00%,18,"37,258",6.599B,25.82,37258,6599000000
BOKF,BOK Financial Corporation,94.85,0.59,+0.63%,"48,188","233,696",6.599B,15.32,233696,6599000000
PAAS,Pan American Silver Corp.,31.40,0.34,+1.09%,1.057M,3.53M,6.593B,37.07,3530000,6593000000
LEG,"Leggett & Platt, Incorporated",49.48,0.16,+0.32%,"302,509",1.043M,6.58B,27.19,1042999,6580000000
NCNO,"nCino, Inc.",71.24,4.28,+6.39%,"454,734",1.275M,6.575B,,1275000,6575000000
ALLK,Allakos Inc.,123.03,2.87,+2.39%,"59,006","318,148",6.535B,,318148,6535000000
BTLCY,British Land Company Plc,6.99,0.08,+1.16%,"2,181","79,536",6.511B,25.53,79536,6511000000
RYKKY,"Ryohin Keikaku Co., Ltd.",24.83,0.24,+1.00%,"1,929","25,813",6.507B,9.68,25813,6507000000
SLAB,Silicon Laboratories Inc.,148.10,6.25,+4.41%,"86,678","331,026",6.505B,528.93,331026,6505000000
CCJ,Cameco Corporation,16.42,0.32,+2.02%,1.403M,6.223M,6.498B,,6223000,6498000000
LSI,"Life Storage, Inc.",86.01,0.71,+0.84%,"113,388","672,625",6.491B,40.38,672625,6491000000
NOV,NOV Inc.,16.68,-0.08,-0.45%,1.248M,5.172M,6.477B,,5172000,6477000000
OGE,OGE Energy Corp.,32.24,0.11,+0.34%,"354,622",1.282M,6.449B,,1282000,6449000000
MSA,MSA Safety Incorporated,164.68,-0.65,-0.39%,"24,964","122,670",6.437B,53.99,122670,6437000000
TSRYY,Treasury Wine Estates Limited,8.88,0.1,+1.14%,"13,469","63,323",6.428B,24.40,63323,6428000000
JSM,Navient Corporation SR NT 6% 121543,23.45,0.2,+0.84%,"7,798","27,186",6.428B,19.49,27186,6428000000
API,"Agora, Inc.",64.74,5.71,+9.66%,"698,763",1.905M,6.423B,,1905000,6423000000
NVST,Envista Holdings Corporation,40.09,0.35,+0.88%,"500,020",1.428M,6.418B,25.09,1428000,6418000000
GRUB,Grubhub Inc.,68.76,1.68,+2.51%,"403,249",1.553M,6.413B,,1553000,6413000000
FNMFN,Federal National Mortgage Association,8.80,0.05,+0.57%,"103,100","42,351",6.407B,"2,933.33",42351,6407000000
WH,"Wyndham Hotels & Resorts, Inc.",68.67,0.76,+1.12%,"205,413","769,568",6.398B,,769568,6398000000
HUN,Huntsman Corporation,28.94,0.34,+1.19%,"705,727",1.628M,6.396B,6.21,1628000,6396000000
CDK,"CDK Global, Inc.",52.42,1.1,+2.15%,"169,642","690,393",6.383B,28.17,690393,6383000000
HQY,"HealthEquity, Inc.",76.81,0.36,+0.47%,"137,014","937,141",6.369B,"1,706.89",937141,6369000000
DQ,Daqo New Energy Corp.,91.64,13.26,+16.92%,2.025M,3.003M,6.367B,53.97,3003000,6367000000
FNMAT,Federal National Mortgage Association,4.8000,0.02,+0.42%,"80,800","278,602",6.352B,"1,600.00",278602,6352000000
REXR,"Rexford Industrial Realty, Inc.",48.33,0.64,+1.34%,"165,877","705,211",6.352B,95.14,705211,6352000000
FNMAJ,Federal National Mortgage Association,4.6000,0.07,+1.55%,"10,109","42,473",6.349B,"1,533.33",42473,6349000000
SSB,South State Corporation,89.34,1.43,+1.63%,"108,473","310,143",6.346B,40.79,310143,6346000000
BRKS,"Brooks Automation, Inc.",85.28,5.16,+6.44%,"134,224","891,350",6.329B,81.53,891350,6329000000
FAF,First American Financial Corporation,57.55,1.07,+1.89%,"413,916","768,686",6.322B,9.34,768686,6322000000
CACC,Credit Acceptance Corporation,374.64,-26.51,-6.61%,"202,821","148,310",6.301B,15.96,148310,6301000000
AUOTY,AU Optronics Corp.,6.59,0.04,+0.61%,"70,865","232,743",6.289B,,232743,6289000000
GMED,"Globus Medical, Inc.",62.90,-0.17,-0.26%,"123,898","521,480",6.273B,62.28,521480,6273000000
SRCL,"Stericycle, Inc.",68.41,-0.24,-0.35%,"81,164","384,545",6.267B,,384545,6267000000
QTWO,"Q2 Holdings, Inc.",112.69,4.31,+3.97%,"261,660","540,591",6.266B,,540591,6266000000
LSTR,"Landstar System, Inc.",162.62,0.32,+0.19%,"58,494","290,368",6.243B,32.68,290368,6243000000
SLM,SLM Corporation,17.16,0.72,+4.38%,1.935M,5.778M,6.241B,7.63,5778000,6241000000
MDU,"MDU Resources Group, Inc.",31.09,-0.19,-0.61%,"310,439",1.006M,6.234B,15.98,1006000,6234000000
TKR,The Timken Company,82.30,2.15,+2.68%,"218,231","617,565",6.231B,22.12,617565,6231000000
RBA,Ritchie Bros. Auctioneers Incorporated,56.64,1.77,+3.23%,"246,071","752,361",6.22B,36.78,752361,6220000000
INGR,Ingredion Incorporated,92.60,1.2,+1.31%,"89,397","551,420",6.214B,17.98,551420,6214000000
HUYA,HUYA Inc.,26.39,1.38,+5.52%,"501,919",3.466M,6.21B,,3466000,6210000000
WSC,WillScot Mobile Mini Holdings Corp.,27.43,0.77,+2.89%,"646,794",1.597M,6.207B,66.90,1597000,6207000000
FNMAI,Federal National Mortgage Association,4.5000,-0.1,-2.17%,"14,252","28,464",6.206B,"1,500.00",28464,6206000000
VRNS,"Varonis Systems, Inc.",181.74,12.7,+7.51%,"188,814","531,043",6.205B,,531043,6205000000
FNMAH,Federal National Mortgage Association,4.3600,0.11,+2.59%,"103,997","44,555",6.205B,"1,453.33",44555,6205000000
ARD,Ardagh Group S.A.,26.23,0.34,+1.31%,"36,665","116,071",6.2B,177.23,116071,6200000000
REYN,Reynolds Consumer Products Inc.,29.57,0.41,+1.39%,"157,422","536,736",6.2B,20.98,536736,6200000000
EME,"EMCOR Group, Inc.",113.09,1.25,+1.12%,"88,811","260,015",6.197B,47.12,260015,6197000000
GEBHY,Genting Berhad,8.12,1.26,+18.41%,"33,037","34,558",6.185B,30.07,34558,6185000000
SON,Sonoco Products Company,61.51,-1.18,-1.88%,"150,328","430,621",6.18B,30.00,430621,6180000000
JBLU,JetBlue Airways Corporation,19.52,-0.38,-1.88%,4.932M,9.178M,6.17B,,9178000,6170000000
DCT,"Duck Creek Technologies, Inc.",47.04,1.52,+3.34%,"610,329","796,673",6.163B,,796673,6163000000
COHR,"Coherent, Inc.",251.97,4.92,+1.99%,"140,775","475,493",6.16B,,475493,6160000000
LMND,"Lemonade, Inc.",99.84,5.77,+6.13%,1.778M,4.228M,6.118B,,4228000,6118000000
ADPT,Adaptive Biotechnologies Corporation,43.92,3.62,+8.98%,"892,668","978,850",6.115B,,978850,6115000000
BPOP,"Popular, Inc.",72.54,0.38,+0.53%,"247,457","543,043",6.112B,12.36,543043,6112000000
PPC,Pilgrim's Pride Corporation,25.09,0.17,+0.68%,"111,479","658,316",6.11B,65.17,658316,6110000000
BPOP,"Popular, Inc.",72.51,0.35,+0.49%,"247,147","543,043",6.11B,12.35,543043,6110000000
AMG,"Affiliated Managers Group, Inc.",143.28,2.39,+1.70%,"182,147","446,095",6.107B,33.09,446095,6107000000
PSTG,"Pure Storage, Inc.",22.75,1.47,+6.93%,3.073M,5.201M,6.103B,,5201000,6103000000
GBCI,"Glacier Bancorp, Inc.",63.89,0.42,+0.66%,"86,437","363,445",6.097B,22.75,363445,6097000000
YETI,"YETI Holdings, Inc.",69.86,2.06,+3.04%,"493,882",1.442M,6.09B,39.47,1442000,6090000000
SPWR,SunPower Corporation,35.70,3.4,+10.54%,2.376M,9.075M,6.089B,14.39,9075000,6089000000
RXN,Rexnord Corporation,50.88,1.33,+2.68%,"315,176","854,378",6.085B,39.75,854378,6085000000
ESLT,Elbit Systems Ltd.,138.55,2.84,+2.09%,"10,440","31,071",6.082B,27.70,31071,6082000000
HAE,Haemonetics Corporation,119.54,0.96,+0.81%,"76,627","366,905",6.075B,56.39,366905,6075000000
RBC,Regal Beloit Corporation,149.53,5.92,+4.12%,"585,644","294,316",6.074B,32.23,294316,6074000000
UPWK,Upwork Inc.,48.49,2.41,+5.23%,"562,097",2.322M,6.059B,,2322000,6059000000
SKX,"Skechers U.S.A., Inc.",38.41,0.27,+0.71%,"605,338",1.308M,6.059B,60.11,1308000,6059000000
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",92.60,2.45,+2.72%,"170,613",1.265M,6.058B,26.66,1265000,6058000000
LSCC,Lattice Semiconductor Corporation,44.25,2.37,+5.66%,"404,163",1.043M,6.042B,130.15,1042999,6042000000
BB,BlackBerry Limited,10.76,0.42,+4.04%,6.599M,50.676M,6.039B,,50676000,6039000000
AA,Alcoa Corporation,32.38,0.4,+1.25%,3.147M,6.312M,6.031B,,6312000,6031000000
NARI,"Inari Medical, Inc.",123.79,5.52,+4.66%,"385,595","572,805",6.03B,,572805,6030000000
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",109.09,0.91,+0.84%,"28,829","61,016",6.026B,24.57,61016,6026000000
GIL,Gildan Activewear Inc.,30.34,0.42,+1.40%,"161,719","482,660",6.019B,,482660,6019000000
HTA,"Healthcare Trust of America, Inc.",27.44,0.14,+0.51%,"352,798",1.724M,6.002B,114.33,1724000,6002000000
PRI,"Primerica, Inc.",152.37,0.69,+0.45%,"26,733","154,250",5.995B,15.92,154250,5995000000
CHH,"Choice Hotels International, Inc.",107.70,1.77,+1.67%,"39,902","250,720",5.981B,79.78,250720,5981000000
CACI,CACI International Inc,236.73,11.74,+5.22%,"298,796","193,363",5.973B,16.12,193363,5973000000
BPMC,Blueprint Medicines Corporation,103.02,7.0,+7.29%,"150,487","487,631",5.971B,18.43,487631,5971000000
X,United States Steel Corporation,22.16,1.3,+6.21%,10.692M,18.333M,5.955B,,18333000,5955000000
AYX,"Alteryx, Inc.",88.78,3.23,+3.78%,"847,384",1.694M,5.936B,,1694000,5936000000
UNM,Unum Group,29.11,-0.2,-0.68%,"651,652",2.531M,5.931B,7.48,2531000,5931000000
THC,Tenet Healthcare Corporation,55.83,0.25,+0.45%,"745,819",1.003M,5.929B,14.89,1002999,5929000000
FL,"Foot Locker, Inc.",56.77,0.1,+0.18%,"480,295",1.91M,5.916B,18.47,1910000,5916000000
PHI,PLDT Inc.,27.51,-0.22,-0.79%,"27,394","103,525",5.91B,41.43,103525,5910000000
BWXT,"BWX Technologies, Inc.",62.15,1.12,+1.84%,"97,786","439,010",5.904B,21.36,439010,5904000000
LHCG,"LHC Group, Inc.",186.85,3.94,+2.15%,"208,342","182,718",5.903B,52.49,182718,5903000000
HALO,"Halozyme Therapeutics, Inc.",43.55,0.73,+1.70%,"331,373",1.427M,5.891B,47.86,1427000,5891000000
BJ,"BJ's Wholesale Club Holdings, Inc.",42.80,-0.74,-1.70%,"751,630",2.365M,5.876B,14.13,2365000,5876000000
SHLS,"Shoals Technologies Group, Inc.",35.22,1.37,+4.05%,"962,623",2.444M,5.867B,,2444000,5867000000
DNPLY,"Dai Nippon Printing Co., Ltd.",10.71,-0.22,-2.01%,"36,946","57,298",5.845B,10.81,57298,5845000000
JWN,"Nordstrom, Inc.",37.01,-0.7,-1.86%,1.116M,4.544M,5.84B,,4544000,5840000000
MRWSY,Wm Morrison Supermarkets PLC,12.24,-0.28,-2.21%,"1,326","33,758",5.838B,18.27,33758,5838000000
INSP,"Inspire Medical Systems, Inc.",215.00,4.46,+2.12%,"99,182","259,091",5.833B,,259091,5833000000
CIBEY,Commercial International Bank -Egypt S.A.E,4.0244,0.0144,+0.36%,"8,018","177,213",5.811B,10.85,177213,5811000000
MEDP,"Medpace Holdings, Inc.",162.42,2.34,+1.46%,"54,922","213,895",5.804B,42.30,213895,5804000000
TFSL,TFS Financial Corporation,21.12,-0.17,-0.80%,"89,820","322,583",5.798B,72.83,322583,5798000000
AL,Air Lease Corporation,50.90,2.16,+4.44%,"664,569","830,593",5.797B,11.60,830593,5797000000
DEI,"Douglas Emmett, Inc.",33.02,0.02,+0.06%,"517,657",1.541M,5.794B,117.93,1541000,5794000000
CLGX,"CoreLogic, Inc.",79.18,0.12,+0.15%,"284,417",1.599M,5.792B,21.17,1599000,5792000000
APHA,Aphria Inc.,18.28,0.56,+3.13%,7.079M,24.203M,5.78B,61.15,24203000,5780000000
NYCB,"New York Community Bancorp, Inc.",12.40,-0.26,-2.09%,1.586M,4.151M,5.772B,12.15,4151000,5772000000
GTLS,"Chart Industries, Inc.",158.88,6.31,+4.14%,"82,554","387,493",5.769B,18.80,387493,5769000000
OTGLY,CD Projekt S.A.,14.72,0.72,+5.14%,"132,310","219,443",5.76B,,219443,5760000000
ACC,"American Campus Communities, Inc.",41.80,0.13,+0.31%,"294,352","922,491",5.753B,81.96,922491,5753000000
AMWL,American Well Corporation,24.48,1.24,+5.35%,"872,161",3.167M,5.752B,,3167000,5752000000
ELY,Callaway Golf Company,31.19,0.89,+2.94%,"578,153",1.849M,5.751B,,1849000,5751000000
SAIA,"Saia, Inc.",218.11,-1.77,-0.80%,"73,727","193,776",5.743B,41.94,193776,5743000000
KHOTF,Kahoot! AS,13.13,0.03,+0.23%,"26,120","110,422",5.74B,,110422,5740000000
ESGR,Enstar Group Limited,259.30,-4.15,-1.58%,"18,892","37,321",5.729B,3.29,37321,5729000000
EVR,Evercore Inc.,136.21,1.35,+1.00%,"151,038","473,298",5.724B,16.57,473298,5724000000
CFX,Colfax Corporation,48.25,0.14,+0.29%,"907,457",1.069M,5.72B,156.66,1069000,5720000000
CYBR,CyberArk Software Ltd.,147.45,5.67,+4.00%,"177,213","695,440",5.711B,,695440,5711000000
ONEM,"1Life Healthcare, Inc.",42.89,2.04,+4.99%,"500,510",1.435M,5.705B,,1435000,5705000000
NEP,"NextEra Energy Partners, LP",75.11,0.7,+0.94%,"139,177","788,200",5.7B,,788200,5700000000
FR,"First Industrial Realty Trust, Inc.",44.10,0.25,+0.57%,"296,972","929,111",5.695B,28.82,929111,5695000000
IART,Integra LifeSciences Holdings Corporation,67.41,-1.19,-1.73%,"63,847","409,661",5.687B,42.94,409661,5687000000
NATI,National Instruments Corporation,43.20,1.24,+2.96%,"321,137","811,025",5.685B,39.63,811025,5685000000
MGNI,"Magnite, Inc.",49.10,4.88,+11.04%,1.663M,5.964M,5.674B,,5964000,5674000000
QDEL,Quidel Corporation,133.91,3.9,+3.00%,"879,894","936,031",5.667B,7.20,936031,5667000000
EGIEY,Engie Brasil Energia S.A.,7.16,0.3,+4.37%,"12,610","29,275",5.661B,9.84,29275,5661000000
NTNX,"Nutanix, Inc.",27.71,0.7,+2.59%,"811,867",1.901M,5.661B,,1901000,5661000000
HOG,"Harley-Davidson, Inc.",36.90,0.71,+1.97%,"421,108",2.257M,5.658B,"4,613.00",2257000,5658000000
NEO,"NeoGenomics, Inc.",48.35,2.42,+5.27%,"353,025","984,536",5.654B,"1,272.37",984536,5654000000
OZK,Bank OZK,43.70,0.15,+0.34%,"221,157","882,963",5.65B,19.34,882963,5650000000
TNDM,"Tandem Diabetes Care, Inc.",90.32,2.72,+3.11%,"270,007","783,545",5.645B,,783545,5645000000
LRENY,Lojas Renner S.A.,7.16,0.27,+3.92%,"15,482","51,946",5.642B,21.50,51946,5642000000
FOXF,Fox Factory Holding Corp.,134.84,-1.74,-1.27%,"86,634","253,163",5.637B,60.74,253163,5637000000
FCEL,"FuelCell Energy, Inc.",17.48,1.2,+7.36%,21.84M,49.105M,5.635B,,49105000,5635000000
KT,KT Corporation,11.94,0.21,+1.75%,"165,586",1.076M,5.63B,12.38,1076000,5630000000
IRDM,Iridium Communications Inc.,41.86,1.05,+2.57%,"766,957",1.64M,5.621B,,1640000,5621000000
CHNVF,China Youzan Limited,0.3700,0.0,0.00%,"1,350","48,254",5.62B,,48254,5620000000
CWEN,"Clearway Energy, Inc.",28.67,0.35,+1.24%,"220,117","902,690",5.609B,132.73,902690,5609000000
EXP,Eagle Materials Inc.,133.43,2.7,+2.07%,"223,531","348,560",5.604B,16.08,348560,5604000000
MAN,ManpowerGroup Inc.,101.79,1.57,+1.56%,"90,476","393,198",5.598B,248.26,393198,5598000000
CWEN-A,"Clearway Energy, Inc.",27.07,0.18,+0.67%,"87,526","362,571",5.578B,125.32,362571,5578000000
TCNNF,Trulieve Cannabis Corp.,47.41,1.31,+2.84%,"105,108","467,638",5.573B,80.08,467638,5573000000
TNET,"TriNet Group, Inc.",84.44,0.91,+1.09%,"51,815","264,410",5.572B,21.16,264410,5572000000
ORCC,Owl Rock Capital Corporation,14.23,0.15,+1.06%,"566,776",1.396M,5.569B,10.01,1396000,5569000000
HELE,Helen of Troy Limited,228.25,-0.97,-0.42%,"26,652","244,621",5.568B,25.33,244621,5568000000
EGP,"EastGroup Properties, Inc.",140.21,1.43,+1.03%,"36,471","189,160",5.561B,50.80,189160,5561000000
ENGGY,"Enagás, S.A.",10.58,-0.03,-0.28%,"4,378","26,101",5.556B,8.82,26101,5556000000
PSTH,"Pershing Square Tontine Holdings, Ltd.",27.78,0.58,+2.13%,1.05M,4.337M,5.556B,,4337000,5556000000
SDGR,"Schrödinger, Inc.",79.16,6.88,+9.53%,"876,036",1.112M,5.543B,,1112000,5543000000
TPTX,"Turning Point Therapeutics, Inc.",113.15,7.15,+6.75%,"267,482","286,128",5.542B,,286128,5542000000
OMCL,"Omnicell, Inc.",128.73,1.8,+1.42%,"349,549","367,186",5.541B,173.96,367186,5541000000
VLY,Valley National Bancorp,13.65,-0.12,-0.91%,1.652M,2.224M,5.535B,14.67,2224000,5535000000
DUFRY,Dufry AG,6.82,-0.03,-0.51%,"120,932","249,075",5.527B,60.26,249075,5527000000
PRGO,Perrigo Company plc,41.41,0.03,+0.07%,"319,217",1.445M,5.512B,,1445000,5512000000
HLF,Herbalife Nutrition Ltd.,46.67,0.0,0.00%,"205,425",1.091M,5.503B,16.85,1091000,5503000000
WBS,Webster Financial Corporation,60.83,0.01,+0.02%,"153,674","577,658",5.492B,25.89,577658,5492000000
GLPG,Galapagos NV,83.29,0.88,+1.07%,"44,702","363,790",5.474B,,363790,5474000000
AVIR,"Atea Pharmaceuticals, Inc.",66.19,2.11,+3.30%,"71,650","349,433",5.469B,,349433,5469000000
AMKR,"Amkor Technology, Inc.",22.45,0.93,+4.32%,"435,314",2.081M,5.463B,16.04,2081000,5463000000
ADS,Alliance Data Systems Corporation,109.80,0.93,+0.85%,"374,930",1.023M,5.457B,24.60,1022999,5457000000
KZMYY,KAZ Minerals PLC,5.89,0.25,+4.43%,"13,381","27,553",5.452B,9.13,27553,5452000000
TIMB,TIM S.A.,11.69,0.33,+2.90%,"435,030","408,115",5.451B,,408115,5451000000
JHG,Janus Henderson Group plc,31.62,0.26,+0.82%,"239,985",1.358M,5.449B,36.34,1358000,5449000000
LPX,Louisiana-Pacific Corporation,51.16,0.66,+1.31%,"375,718",1.388M,5.449B,11.47,1388000,5449000000
SNPHY,"Santen Pharmaceutical Co., Ltd.",13.64,0.29,+2.17%,"7,887","39,466",5.438B,17.83,39466,5438000000
SAIC,Science Applications International Corporation,93.40,2.35,+2.58%,"157,086","384,968",5.438B,26.53,384968,5438000000
SHLX,"Shell Midstream Partners, L.P.",13.81,0.47,+3.49%,1.003M,1.731M,5.429B,11.08,1731000,5429000000
BEAM,Beam Therapeutics Inc.,92.83,8.51,+10.09%,"431,946",1.18M,5.423B,,1180000,5423000000
VIRT,"Virtu Financial, Inc.",28.18,0.47,+1.68%,"377,136",1.54M,5.423B,5.46,1540000,5423000000
DAVA,Endava plc,88.80,1.89,+2.17%,"27,640","156,323",5.396B,211.93,156323,5396000000
TNL,Travel + Leisure Co.,62.75,0.11,+0.17%,"180,645","694,925",5.392B,,694925,5392000000
ASAN,"Asana, Inc.",33.84,1.92,+6.02%,1.378M,1.479M,5.386B,,1479000,5386000000
HNP,"Huaneng Power International, Inc.",13.70,0.02,+0.15%,"38,272","39,291",5.377B,42.81,39291,5377000000
ASH,Ashland Global Holdings Inc.,88.59,0.98,+1.12%,"292,576","554,730",5.375B,,554730,5375000000
SWI,SolarWinds Corporation,17.00,0.47,+2.84%,"357,049",2.596M,5.366B,34.00,2596000,5366000000
FLS,Flowserve Corporation,41.18,0.86,+2.13%,"631,217","957,156",5.365B,46.27,957156,5365000000
MMS,"Maximus, Inc.",87.30,1.32,+1.54%,"93,690","374,980",5.365B,24.90,374980,5365000000
JCOM,"J2 Global, Inc.",118.63,1.3,+1.11%,"104,267","506,076",5.359B,37.31,506076,5359000000
HHC,The Howard Hughes Corporation,97.23,0.74,+0.77%,"54,924","424,030",5.359B,,424030,5359000000
CR,Crane Co.,91.83,0.71,+0.78%,"62,626","309,733",5.341B,29.81,309733,5341000000
QRTEA,"Qurate Retail, Inc.",13.01,0.11,+0.81%,1.549M,3.995M,5.339B,4.55,3995000,5339000000
DSGX,The Descartes Systems Group Inc,63.16,0.93,+1.49%,"48,252","114,295",5.337B,103.54,114295,5337000000
SFIX,"Stitch Fix, Inc.",50.08,1.61,+3.32%,1.917M,3.445M,5.326B,,3445000,5326000000
CUZ,Cousins Properties Incorporated,35.85,0.34,+0.96%,"198,399","939,041",5.326B,22.43,939041,5326000000
PK,Park Hotels & Resorts Inc.,22.53,0.2,+0.90%,"997,197",3.797M,5.326B,,3797000,5326000000
CROX,"Crocs, Inc.",81.35,3.66,+4.71%,"690,145",1.018M,5.324B,17.84,1018000,5324000000
KMPR,Kemper Corporation,81.29,-0.01,-0.02%,"47,819","255,948",5.321B,13.24,255948,5321000000
ENIC,Enel Chile S.A.,3.9850,0.115,+2.97%,"268,181","459,446",5.317B,9.96,459446,5317000000
EQT,EQT Corporation,19.07,0.3,+1.57%,1.514M,6.054M,5.316B,,6054000,5316000000
XRX,Xerox Holdings Corporation,26.70,0.17,+0.64%,"508,138",2.435M,5.304B,31.79,2435000,5304000000
OLN,Olin Corporation,33.36,0.08,+0.24%,"359,938",1.374M,5.293B,,1374000,5293000000
