symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
TRV,"The Travelers Companies, Inc.",152.36,3.34,2.24%,1.459M,1.346M,38.427B,14.48,1346000,38427000000
TT,Trane Technologies plc,160.42,7.02,4.58%,1.081M,1.233M,38.249B,,1233000,38249000000
LULU,Lululemon Athletica Inc.,293.24,8.1,2.84%,2.596M,1.614M,38.22B,68.82,1614000,38220000000
PSX,Phillips 66,87.35,2.94,3.48%,3.367M,3.023M,38.165B,,3023000,38165000000
EA,Electronic Arts Inc.,132.6,1.31,1.00%,2.511M,2.977M,38.139B,32.78,2977000,38139000000
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",5.72,0.16,2.88%,3.123M,3.1M,37.447B,7.97,3100000,37447000000
MPC,Marathon Petroleum Corporation,57.32,0.81,1.43%,6.866M,6.105M,37.331B,,6105000,37331000000
DLR,"Digital Realty Trust, Inc.",132,3,2.33%,2.783M,1.852M,37.108B,132,1852000,37108000000
HPQ,HP Inc.,29.75,1.68,5.99%,13.689M,9.103M,37.086B,12.65,9103000,37086000000
APH,Amphenol Corporation,61.56,1.52,2.53%,3.59M,2.691M,36.884B,31.49,2691000,36884000000
BBD,Banco Bradesco S.A.,4.4,0.18,4.27%,40.884M,26.734M,36.8B,6.29,26734000,36800000000
CNQ,Canadian Natural Resources Limited,31.06,0.71,2.34%,6.981M,3.65M,36.728B,13.46,3650000,36728000000
EBAY,eBay Inc.,53.76,0.42,0.79%,8.395M,7.819M,36.581B,6.81,7819000,36581000000
SPG,"Simon Property Group, Inc.",111.17,1.06,0.96%,4.577M,4.015M,36.519B,30.97,4014999,36519000000
SRE,Sempra Energy,119.17,2.18,1.86%,1.339M,1.64M,36.06B,9.25,1640000,36060000000
LYB,LyondellBasell Industries N.V.,107.89,2.77,2.64%,2.292M,1.608M,36.05B,25.43,1608000,36050000000
INFO,IHS Markit Ltd.,90.81,1.56,1.75%,4.095M,3.214M,36.015B,41.85,3214000,36015000000
PRU,"Prudential Financial, Inc.",90.66,2.09,2.36%,2.22M,2.206M,35.992B,,2206000,35992000000
KMI,"Kinder Morgan, Inc.",15.87,0.18,1.15%,23.239M,18.322M,35.937B,337.66,18322000,35937000000
PXD,Pioneer Natural Resources Company,163.59,5.02,3.17%,3.495M,2.637M,35.43B,,2637000,35430000000
A,"Agilent Technologies, Inc.",116.14,1.15,1.00%,2.442M,1.719M,35.388B,44.72,1719000,35388000000
CDNS,"Cadence Design Systems, Inc.",126.69,-2.12,-1.65%,3.755M,1.665M,35.343B,60.04,1665000,35343000000
GOLD,Barrick Gold Corporation,19.84,0.3,1.54%,20.863M,20.006M,35.215B,15.18,20006000,35215000000
CNC,Centene Corporation,60.52,1.23,2.07%,5.346M,3.887M,35.198B,19.4,3887000,35198000000
GIS,"General Mills, Inc.",56.78,1.49,2.69%,6.444M,4.309M,34.717B,14.55,4309000,34717000000
AFL,Aflac Incorporated,49.95,1.55,3.20%,4.231M,3.798M,34.395B,7.49,3798000,34395000000
HTHT,Huazhu Group Limited,55.16,0.08,0.15%,1.176M,1.414M,34.201B,78.69,1414000,34201000000
CHWY,"Chewy, Inc.",82.87,-4.78,-5.45%,5.813M,3.89M,34.196B,,3890000,34195999999
HLT,Hilton Worldwide Holdings Inc.,122.87,2.15,1.78%,3.697M,2.77M,34.11B,,2770000,34110000000
ALL,The Allstate Corporation,111.62,2.27,2.08%,2.158M,1.818M,33.807B,6.45,1818000,33807000000
PPG,"PPG Industries, Inc.",142.61,4.78,3.47%,1.349M,1.393M,33.791B,32.03,1393000,33790999999
LUV,Southwest Airlines Co.,56.92,0.84,1.50%,11.421M,8.011M,33.621B,,8010999,33621000000
SU,Suncor Energy Inc.,21.99,0.76,3.58%,17.21M,9.004M,33.407B,9.7,9004000,33406999999
CTVA,"Corteva, Inc.",44.84,0.99,2.26%,2.854M,3.506M,33.364B,,3506000,33363999999
IFF,International Flavors & Fragrances Inc.,133.72,2.83,2.16%,2.15M,5.772M,33.26B,41.66,5772000,33259999999
PAYX,"Paychex, Inc.",92.12,2.81,3.15%,2.375M,1.825M,33.221B,31.44,1825000,33220999999
CS,Credit Suisse Group AG,13.89,0.03,0.22%,5.09M,2.184M,33.009B,,2184000,33009000000
ALXN,"Alexion Pharmaceuticals, Inc.",150.1,1.64,1.10%,3.056M,3.289M,32.999B,55.18,3289000,32999000000
XEL,Xcel Energy Inc.,61.35,2.43,4.12%,4.728M,2.553M,32.985B,21.99,2553000,32985000000
ZBH,"Zimmer Biomet Holdings, Inc.",158.5,2.25,1.44%,1.492M,1.233M,32.945B,,1233000,32945000000
Z,"Zillow Group, Inc.",135.16,-1.34,-0.98%,7.087M,3.509M,32.851B,,3509000,32851000000
PCAR,PACCAR Inc,94.15,1.75,1.89%,1.977M,1.818M,32.664B,25.17,1818000,32664000000
PANW,"Palo Alto Networks, Inc.",334.73,-0.91,-0.27%,1.387M,1.256M,32.55B,,1256000,32549999999
VLO,Valero Energy Corporation,79.03,2.66,3.48%,4.664M,4.055M,32.289B,,4054999,32289000000
ADM,Archer-Daniels-Midland Company,57.59,2.1,3.78%,6.637M,2.609M,32.159B,18.28,2609000,32159000000
CARR,Carrier Global Corporation,36.94,1.42,4.00%,7.047M,5.104M,32.109B,,5104000,32109000000
NWG,NatWest Group plc,5.28,0.13,2.52%,2.853M,1.409M,31.687B,,1409000,31687000000
WIT,Wipro Limited,6.38,-0.06,-0.93%,2.496M,2.09M,31.375B,25.83,2089999,31375000000
YUM,"Yum! Brands, Inc.",104.33,0.76,0.73%,1.638M,1.74M,31.305B,35.49,1740000,31305000000
EDU,New Oriental Education & Technology Group Inc.,182.44,5.71,3.23%,1.019M,1.061M,31.045B,77.24,1061000,31045000000
NTR,Nutrien Ltd.,54.59,1.34,2.52%,2.497M,1.829M,31.021B,67.73,1829000,31021000000
PTON,"Peloton Interactive, Inc.",105.13,0.38,0.36%,14.661M,9.31M,30.961B,,9310000,30961000000
VFC,V.F. Corporation,78.77,1.07,1.38%,2.596M,2.19M,30.855B,,2190000,30855000000
STM,STMicroelectronics N.V.,35,0.55,1.60%,5.759M,2.773M,30.702B,29.17,2773000,30702000000
W,Wayfair Inc.,295.66,8.66,3.02%,3.576M,2.192M,30.625B,158.96,2192000,30625000000
CCL,Carnival Corporation & plc,26.09,-1.31,-4.78%,83.747M,43.611M,30.18B,,43611000,30180000000
RSG,"Republic Services, Inc.",94.45,3.06,3.35%,1.759M,1.328M,30.12B,31.27,1328000,30120000000
DFS,Discover Financial Services,98.02,2.62,2.75%,1.961M,2.662M,30.062B,27.26,2662000,30062000000
ZTO,ZTO Express (Cayman) Inc.,34.96,0.48,1.39%,2.701M,3.665M,29.901B,39.02,3665000,29901000000
SWK,"Stanley Black & Decker, Inc.",185.31,3.98,2.19%,1.877M,1.262M,29.815B,23.85,1262000,29815000000
LBRDK,Liberty Broadband Corporation,152.59,3.38,2.27%,1.439M,1.354M,29.673B,70.32,1354000,29673000000
DAL,"Delta Air Lines, Inc.",46.21,-0.75,-1.60%,20.612M,12.96M,29.489B,,12960000,29489000000
WMB,"The Williams Companies, Inc.",24.26,0.15,0.62%,11.503M,9.228M,29.447B,142.71,9228000,29447000000
XLNX,"Xilinx, Inc.",119.95,2.83,2.42%,2.842M,2.581M,29.421B,48,2581000,29421000000
WLTW,Willis Towers Watson Public Limited Company,228.02,6.07,2.73%,"8,73,027",1.084M,29.408B,29.81,1084000,29408000000
WELL,Welltower Inc.,70.26,0.53,0.76%,2.322M,2.522M,29.325B,30.15,2522000,29325000000
FRC,First Republic Bank,167.1,0.73,0.44%,1.261M,1.017M,29.114B,28.76,1016999,29114000000
OXY,Occidental Petroleum Corporation,31.23,1.33,4.45%,42.026M,22.813M,29.092B,,22813000,29092000000
TDOC,"Teladoc Health, Inc.",189.69,-6.29,-3.21%,8.593M,3.402M,28.966B,,3402000,28966000000
GLW,Corning Incorporated,37.46,0.5,1.35%,3.875M,4.46M,28.783B,69.37,4460000,28783000000
DHI,"D.R. Horton, Inc.",79.01,4.2,5.61%,4.396M,3.163M,28.736B,10.68,3163000,28736000000
SWKS,"Skyworks Solutions, Inc.",173.44,6.23,3.73%,3.58M,2.393M,28.6B,27.42,2393000,28600000000
PEG,Public Service Enterprise Group Incorporated,56.26,1.6,2.93%,2.303M,2.138M,28.417B,14.96,2138000,28417000000
OKTA,"Okta, Inc.",215.96,-10.26,-4.54%,6.903M,1.66M,28.337B,,1660000,28337000000
OTIS,Otis Worldwide Corporation,64.87,0.92,1.44%,2.168M,2.561M,28.132B,,2561000,28132000000
VIPS,Vipshop Holdings Limited,41.22,1.44,3.62%,8.459M,7.681M,27.975B,85.52,7681000,27975000000
STT,State Street Corporation,79.42,1.22,1.56%,4.087M,3.009M,27.939B,12.57,3009000,27939000000
MRVL,Marvell Technology Group Ltd.,41.51,1.41,3.53%,21.673M,9.893M,27.886B,,9893000,27886000000
MCK,McKesson Corporation,175.11,2.8,1.62%,"8,80,366",1.015M,27.872B,,1014999,27872000000
DISCK,"Discovery, Inc.",53,1.56,3.03%,10.176M,5.088M,27.755B,37.35,5088000,27755000000
DISCA,"Discovery, Inc.",64.25,1.65,2.64%,9.083M,8.887M,27.755B,45.28,8887000,27755000000
ES,Eversource Energy,80.66,3.39,4.39%,2.149M,1.55M,27.667B,22.72,1550000,27667000000
EC,Ecopetrol S.A.,13.32,0.8,6.39%,3.223M,1.131M,27.384B,6.22,1131000,27384000000
FTNT,"Fortinet, Inc.",167.57,3.64,2.22%,1.448M,1.208M,27.346B,57.58,1208000,27346000000
TU,TELUS Corporation,20.88,0.47,2.30%,1.967M,1.345M,27.081B,11.12,1345000,27081000000
SGEN,Seagen Inc.,149.35,3.9,2.68%,1.818M,1.148M,27.057B,44.32,1148000,27057000000
KKR,KKR & Co. Inc.,46.9,0.21,0.45%,3.369M,2.729M,27.043B,13.9,2729000,27043000000
BLL,Ball Corporation,82.21,-1.29,-1.54%,3.227M,1.698M,26.959B,46.71,1698000,26959000000
MPLX,MPLX LP,25.78,0.3,1.18%,1.781M,2.514M,26.738B,,2514000,26738000000
WCN,"Waste Connections, Inc.",101.75,2.17,2.18%,2.249M,1.083M,26.682B,130.78,1083000,26682000000
WEC,"WEC Energy Group, Inc.",84.48,2.2,2.67%,1.387M,1.366M,26.648B,22.29,1366000,26648000000
BBY,"Best Buy Co., Inc.",102.85,4.61,4.69%,5.128M,2.923M,26.632B,15.04,2923000,26632000000
BSBR,Banco Santander (Brasil) S.A.,7.15,0.31,4.53%,1.92M,1.419M,26.546B,9.03,1419000,26546000000
TSN,"Tyson Foods, Inc.",72.71,0.52,0.72%,3.363M,2.322M,26.52B,13.12,2322000,26520000000
MGA,Magna International Inc.,87.8,2.72,3.20%,2.138M,1.624M,26.505B,34.84,1624000,26505000000
LEN,Lennar Corporation,85.98,5.56,6.91%,4.249M,2.881M,26.187B,10.96,2881000,26187000000
FITB,Fifth Third Bancorp,36.77,1.21,3.40%,8.729M,5.273M,26.145B,20.09,5273000,26145000000
DB,Deutsche Bank Aktiengesellschaft,12.71,0.37,3.00%,5.257M,3M,26.119B,,3000000,26119000000
KR,The Kroger Co.,34.44,0.35,1.03%,16.962M,11.525M,26.071B,10.53,11525000,26071000000
FAST,Fastenal Company,45.18,1.01,2.29%,4.177M,3.163M,25.949B,30.32,3163000,25949000000
CBRE,"CBRE Group, Inc.",77.28,0.65,0.85%,1.728M,1.97M,25.935B,34.81,1970000,25935000000
RPRX,Royalty Pharma plc,42.54,0.2,0.47%,3.44M,2.876M,25.827B,,2876000,25827000000
HRL,Hormel Foods Corporation,47.72,0.76,1.62%,1.848M,2.682M,25.776B,29.46,2682000,25776000000
U,Unity Software Inc.,93.82,-1.77,-1.85%,8.271M,3.947M,25.663B,,3947000,25663000000
EQR,Equity Residential,68.86,1.14,1.68%,1.889M,2.57M,25.662B,28.13,2570000,25662000000
TEF,"Telefónica, S.A.",4.71,0.13,2.84%,2.275M,1.867M,25.489B,,1867000,25489000000
YUMC,"Yum China Holdings, Inc.",60.42,1.24,2.10%,2.356M,1.917M,25.401B,30.98,1917000,25401000000
BKR,Baker Hughes Company,24.35,0.32,1.33%,13.362M,6.586M,25.334B,,6586000,25334000000
ETSY,"Etsy, Inc.",200.3,2.2,1.11%,5.645M,3.456M,25.248B,74.43,3456000,25248000000
WY,Weyerhaeuser Company,33.76,0.95,2.90%,6.674M,4.593M,25.245B,31.64,4593000,25245000000
MT,ArcelorMittal,24.56,0.98,4.16%,7.053M,4.615M,25.203B,,4615000,25203000000
DDOG,"Datadog, Inc.",82.2,-2.8,-3.29%,8.265M,3.518M,25.194B,,3518000,25194000000
CPRT,"Copart, Inc.",106.39,2.28,2.19%,1.079M,1.233M,25.142B,36.05,1233000,25142000000
KEYS,"Keysight Technologies, Inc.",134.7,2.27,1.71%,1.351M,1.492M,25.053B,39.98,1492000,25053000000
RLX,RLX Technology Inc.,16.09,-0.54,-3.25%,9.104M,13.83M,24.993B,,13830000,24993000000
DLTR,"Dollar Tree, Inc.",104.08,2.27,2.23%,2.408M,2.032M,24.479B,18.42,2032000,24479000000
SIRI,Sirius XM Holdings Inc.,5.89,0.1,1.73%,30.028M,29.426M,24.384B,196.33,29426000,24384000000
EXPE,"Expedia Group, Inc.",166.45,8.04,5.08%,4.352M,3.299M,23.946B,,3299000,23946000000
ZS,"Zscaler, Inc.",175.37,-5.53,-3.06%,3.942M,2.214M,23.84B,,2214000,23840000000
FOXA,Fox Corporation,41.29,2.2,5.63%,6.795M,5.789M,23.807B,16.34,5789000,23807000000
FOX,Fox Corporation,39.04,2.33,6.35%,2.463M,1.755M,23.807B,15.45,1755000,23807000000
MXIM,"Maxim Integrated Products, Inc.",88.49,2.13,2.47%,2.728M,1.948M,23.719B,32.99,1948000,23719000000
CUK,Carnival Corporation & plc,22.58,-1.27,-5.32%,3.88M,1.878M,23.694B,,1878000,23694000000
DKNG,DraftKings Inc.,59.52,-2.39,-3.86%,25.86M,16.51M,23.671B,,16510000,23671000000
STNE,StoneCo Ltd.,76.67,-0.58,-0.75%,4.261M,1.924M,23.629B,407.82,1924000,23629000000
TCOM,Trip.com Group Limited,39.74,0.68,1.74%,7.497M,4.191M,23.569B,,4191000,23569000000
CCEP,Coca-Cola European Partners plc,52.89,2.15,4.24%,"6,46,192",1.045M,23.535B,31.09,1044999,23535000000
WORK,"Slack Technologies, Inc.",40.45,0.5,1.25%,6.107M,10.593M,23.485B,,10593000,23485000000
SYF,Synchrony Financial,40.1,1.19,3.06%,7.215M,5.883M,23.414B,17.67,5883000,23414000000
ED,"Consolidated Edison, Inc.",68.3,1.34,2.00%,3.703M,2.851M,23.387B,20.82,2851000,23387000000
CLX,The Clorox Company,184.34,6.17,3.46%,1.754M,1.67M,23.188B,19.29,1670000,23188000000
PLUG,Plug Power Inc.,39.3,-0.72,-1.80%,50.28M,42.357M,23.175B,,42357000,23175000000
BNTX,BioNTech SE,96.2,1.05,1.10%,1.694M,2.775M,23.164B,,2775000,23164000000
HES,Hess Corporation,75.04,4.25,6.00%,3.789M,2.154M,23.036B,,2154000,23036000000
XP,XP Inc.,40.8,0.4,0.99%,2.166M,1.515M,22.81B,,1515000,22810000000
FTV,Fortive Corporation,67.12,0.67,1.01%,2.354M,2.126M,22.691B,14.94,2126000,22691000000
YNDX,Yandex N.V.,63.63,0.87,1.39%,3.557M,1.756M,22.538B,14.69,1756000,22538000000
MKC,"McCormick & Company, Incorporated",84.43,1.53,1.85%,1.162M,1.251M,22.53B,30.37,1251000,22530000000
O,Realty Income Corporation,59.96,0.51,0.86%,3.786M,3.072M,22.389B,52.6,3072000,22389000000
SPLK,Splunk Inc.,136.77,-2.7,-1.94%,4.702M,2.395M,22.119B,,2395000,22119000000
OKE,"ONEOK, Inc.",49.57,1.32,2.74%,3.066M,3.108M,22.058B,34.93,3108000,22058000000
ET,Energy Transfer LP,8.15,0.11,1.37%,31.113M,24.153M,22.025B,,24153000,22025000000
RCL,Royal Caribbean Group,86.51,-5.1,-5.57%,9.546M,5.401M,22.022B,,5401000,22022000000
NOKBF,Nokia Corporation,3.848,-0.002,-0.05%,1.431M,1.217M,21.938B,,1217000,21938000000
NOK,Nokia Corporation,3.88,0.06,1.57%,60.969M,93.728M,21.938B,,93728000,21938000000
EIX,Edison International,57.7,0.68,1.19%,2.615M,1.854M,21.885B,29.14,1854000,21885000000
GSX,GSX Techedu Inc.,91.39,7.44,8.86%,14M,6.436M,21.81B,,6436000,21810000000
PPL,PPL Corporation,28.25,0.34,1.22%,6.1M,4.638M,21.724B,14.79,4638000,21724000000
ARE,"Alexandria Real Estate Equities, Inc.",158.35,0.36,0.23%,1.366M,1.011M,21.645B,26.35,1010999,21645000000
CERN,Cerner Corporation,70.39,2.17,3.18%,4.39M,2.156M,21.56B,27.93,2156000,21560000000
PCG,PG&E Corporation,10.85,0.12,1.12%,20.817M,13.599M,21.534B,,13599000,21534000000
ABC,AmerisourceBergen Corporation,104.83,1.84,1.79%,1.146M,1.158M,21.459B,,1158000,21459000000
IP,International Paper Company,54.15,2.1,4.03%,3.153M,2.889M,21.287B,44.39,2889000,21287000000
HAL,Halliburton Company,23.84,1.76,7.97%,16.439M,11.506M,21.185B,,11506000,21185000000
LYFT,"Lyft, Inc.",64.12,2.25,3.64%,14.018M,7.197M,21.091B,,7197000,21091000000
UMC,United Microelectronics Corporation,8.61,0.21,2.50%,11.39M,7.382M,21.077B,63.78,7382000,21077000000
AFRM,"Affirm Holdings, Inc.",81.14,-3.32,-3.93%,5.385M,4.467M,20.886B,,4467000,20886000000
WDC,Western Digital Corporation,68.07,4.58,7.21%,9.2M,5.089M,20.836B,122.87,5089000,20836000000
IR,Ingersoll Rand Inc.,49.49,2.43,5.16%,3.62M,2.04M,20.725B,,2040000,20725000000
NET,"Cloudflare, Inc.",67.03,-0.27,-0.40%,9.858M,4.968M,20.701B,,4968000,20701000000
VTR,"Ventas, Inc.",55.14,1.72,3.22%,2.491M,2.089M,20.659B,47.13,2089000,20659000000
COUP,Coupa Software Incorporated,285.8,-14,-4.67%,2.694M,1.289M,20.628B,,1289000,20628000000
EXAS,Exact Sciences Corporation,121.64,0.62,0.51%,3.018M,1.8M,20.568B,,1800000,20568000000
IQ,"iQIYI, Inc.",26.07,0.45,1.76%,14.992M,12.364M,20.425B,24.59,12364000,20425000000
CNHI,CNH Industrial N.V.,15.07,0.23,1.55%,3.609M,2.494M,20.404B,,2494000,20404000000
K,Kellogg Company,59.24,1.54,2.67%,4.51M,3.253M,20.376B,16.32,3253000,20376000000
LI,Li Auto Inc.,22.46,0.14,0.63%,24.161M,20.626M,20.16B,,20626000,20160000000
RF,Regions Financial Corporation,20.91,0.65,3.21%,15.266M,8.663M,20.088B,20.3,8663000,20088000000
KMX,"CarMax, Inc.",123.2,2.9,2.41%,1.622M,1.549M,20.025B,27.07,1549000,20025000000
KEY,KeyCorp,20.66,0.42,2.08%,12.8M,7.997M,20.016B,16.22,7997000,20016000000
XPEV,XPeng Inc.,28.03,-1.33,-4.53%,40.583M,22.83M,19.99B,,22830000,19990000000
HZNP,Horizon Therapeutics Public Limited Company,88.65,2.46,2.85%,1.868M,2.302M,19.862B,48.98,2302000,19862000000
FTCH,Farfetch Limited,55.51,-0.52,-0.93%,9.35M,5.082M,19.694B,,5082000,19694000000
TTWO,"Take-Two Interactive Software, Inc.",170.81,-3.22,-1.85%,2.227M,1.505M,19.674B,40.01,1505000,19674000000
CHD,"Church & Dwight Co., Inc.",79.96,2.04,2.62%,1.94M,1.357M,19.596B,25.63,1357000,19596000000
LYV,"Live Nation Entertainment, Inc.",89.81,-1.33,-1.46%,2.92M,2.492M,19.583B,,2492000,19583000000
CZR,"Caesars Entertainment, Inc.",93.31,2.49,2.74%,3.143M,2.255M,19.434B,,2255000,19434000000
QRVO,"Qorvo, Inc.",171.42,6.08,3.68%,1.612M,1.444M,19.416B,41.24,1444000,19416000000
ENPH,"Enphase Energy, Inc.",143.55,-6.33,-4.22%,6.613M,3.885M,19.207B,151.9,3885000,19207000000
HIG,"The Hartford Financial Services Group, Inc.",53.62,1.57,3.02%,2.234M,2.167M,19.17B,11.26,2167000,19170000000
QSR,Restaurant Brands International Inc.,62.47,-0.12,-0.19%,2.754M,1.689M,19.027B,39.09,1689000,19027000000
FUTU,Futu Holdings Limited,140.41,8.96,6.82%,20.319M,8.86M,19.001B,,8860000,19001000000
TER,"Teradyne, Inc.",113.9,-0.07,-0.06%,3.452M,1.897M,18.987B,26.61,1897000,18987000000
CFG,"Citizens Financial Group, Inc.",44.3,0.62,1.42%,8.908M,4.313M,18.832B,19.95,4313000,18832000000
NUE,Nucor Corporation,62.92,2.52,4.17%,2.241M,2.354M,18.753B,26.6,2354000,18753000000
HPE,Hewlett Packard Enterprise Company,14.4,0.36,2.56%,14.684M,10.311M,18.737B,,10311000,18737000000
HOLX,"Hologic, Inc.",72.35,1.94,2.76%,2.256M,1.994M,18.642B,13.74,1994000,18642000000
AEE,Ameren Corporation,72.86,1.68,2.36%,1.558M,1.601M,18.459B,20.82,1601000,18459000000
LNG,"Cheniere Energy, Inc.",72.65,-0.62,-0.85%,2.529M,1.596M,18.419B,,1596000,18419000000
MGM,MGM Resorts International,37.14,-0.15,-0.40%,10.843M,9.429M,18.379B,,9429000,18379000000
DRI,"Darden Restaurants, Inc.",140.66,4.02,2.94%,1.254M,1.415M,18.332B,,1415000,18332000000
AMCR,Amcor plc,11.61,0.34,3.02%,5.395M,5.916M,18.135B,37.09,5916000,18135000000
TSCO,Tractor Supply Company,155.82,4.11,2.71%,"8,49,971",1.272M,18.122B,24.42,1272000,18122000000
XYL,Xylem Inc.,100.24,1.74,1.77%,1.044M,1.08M,18.079B,71.6,1080000,18079000000
FE,FirstEnergy Corp.,33.21,-0.01,-0.03%,5.516M,5.001M,18.04B,16.69,5001000,18040000000
ZI,ZoomInfo Technologies Inc.,45.99,0.28,0.61%,2.335M,2.581M,17.966B,,2581000,17966000000
ETR,Entergy Corporation,89.13,1.54,1.76%,2.133M,1.496M,17.869B,12.92,1496000,17869000000
CTLT,"Catalent, Inc.",104.55,1.47,1.43%,1.298M,1.045M,17.797B,57.92,1044999,17797000000
DISH,DISH Network Corporation,33.81,1.03,3.14%,4.212M,5.341M,17.79B,11.2,5341000,17790000000
TRMB,Trimble Inc.,70.67,0.3,0.43%,2.66M,2.202M,17.736B,45.59,2202000,17736000000
INCY,Incyte Corporation,80.26,2.76,3.56%,1.8M,1.235M,17.645B,,1235000,17645000000
XM,Qualtrics International Inc.,34.51,0.94,2.80%,1.768M,3.495M,17.639B,,3495000,17639000000
PAGS,PagSeguro Digital Ltd.,53.1,0.47,0.89%,3.643M,2.005M,17.414B,76.29,2005000,17414000000
AES,The AES Corporation,25.99,0.11,0.43%,10.637M,6.96M,17.364B,406.09,6960000,17364000000
CAG,"Conagra Brands, Inc.",35.5,0.83,2.39%,6.532M,3.793M,17.345B,15.63,3793000,17345000000
DVN,Devon Energy Corporation,25.61,1.99,8.43%,25.108M,13.276M,17.238B,,13276000,17238000000
STX,Seagate Technology plc,73.38,1.77,2.47%,4.81M,3.62M,16.99B,19.17,3620000,16989999999
SSNC,"SS&C Technologies Holdings, Inc.",65.88,1.92,3.00%,1.717M,1.255M,16.977B,28.03,1255000,16977000000
PENN,"Penn National Gaming, Inc.",108.23,-0.65,-0.60%,6.15M,4.635M,16.936B,,4635000,16936000000
VTRS,Viatris Inc.,13.91,0.32,2.35%,13.295M,11.998M,16.79B,,11998000,16790000000
ALB,Albemarle Corporation,143.88,2.37,1.67%,1.417M,1.943M,16.781B,40.88,1943000,16780999999
TRU,TransUnion,87.77,2.83,3.33%,2.024M,1.311M,16.738B,49.03,1311000,16738000000
CTXS,"Citrix Systems, Inc.",135.47,4.38,3.34%,1.087M,1.506M,16.658B,33.87,1506000,16658000000
CVE,Cenovus Energy Inc.,8.21,0.35,4.45%,14.815M,10.489M,16.547B,,10489000,16547000000
HBAN,Huntington Bancshares Incorporated,16.23,0.45,2.85%,11.113M,13.101M,16.51B,23.52,13101000,16510000000
ALLY,Ally Financial Inc.,43.98,0.9,2.09%,3.445M,4.438M,16.449B,15.29,4438000,16449000000
EXPD,"Expeditors International of Washington, Inc.",96.55,3.25,3.48%,1.234M,1.101M,16.353B,23.72,1101000,16353000000
QS,QuantumScape Corporation,44.39,0.49,1.12%,16.592M,20.916M,16.272B,,20916000,16271999999
WPM,Wheaton Precious Metals Corp.,36.21,0.57,1.60%,2.89M,2.615M,16.25B,38.12,2615000,16250000000
ROL,"Rollins, Inc.",32.94,1.04,3.26%,1.169M,1.553M,16.211B,62.15,1553000,16210999999
GDRX,"GoodRx Holdings, Inc.",41.31,-0.73,-1.74%,2.639M,1.981M,16.167B,,1981000,16167000000
INVH,Invitation Homes Inc.,28.42,-0.02,-0.07%,5.067M,3.276M,16.12B,81.2,3276000,16120000000
UAL,"United Airlines Holdings, Inc.",50.52,-1.53,-2.94%,21.503M,15.582M,16.089B,,15582000,16088999999
BPY,Brookfield Property Partners L.P.,17.32,0.21,1.23%,2.453M,3.873M,16.072B,,3873000,16072000000
PEAK,"Healthpeak Properties, Inc.",29.81,0.32,1.09%,3.378M,3.467M,16.058B,,3467000,16058000000
OMC,Omnicom Group Inc.,74.51,2.47,3.43%,1.633M,1.812M,16.021B,17.05,1812000,16021000000
CHKP,Check Point Software Technologies Ltd.,114.25,3.61,3.26%,1.649M,1.486M,16.018B,19.17,1486000,16018000000
CMS,CMS Energy Corporation,55.37,1.46,2.71%,2.12M,1.884M,15.999B,20.97,1884000,15999000000
PFG,"Principal Financial Group, Inc.",58.68,2.01,3.55%,1.958M,1.573M,15.997B,11.62,1573000,15997000000
ON,ON Semiconductor Corporation,38.81,1.77,4.78%,10.937M,7.069M,15.985B,69.3,7069000,15985000000
BXP,"Boston Properties, Inc.",102.26,1.34,1.33%,"8,34,267",1.211M,15.933B,18.46,1211000,15933000000
AVTR,"Avantor, Inc.",27.32,0.44,1.64%,5.709M,4.643M,15.867B,303.56,4643000,15867000000
AKAM,"Akamai Technologies, Inc.",97.13,3.69,3.95%,3.621M,2.122M,15.854B,28.82,2122000,15854000000
ATUS,"Altice USA, Inc.",33.09,0.67,2.07%,4.22M,5.629M,15.766B,44.12,5629000,15766000000
DGX,Quest Diagnostics Incorporated,117.96,0.68,0.58%,1.534M,1.38M,15.742B,11.27,1380000,15742000000
ASX,"ASE Technology Holding Co., Ltd.",7.35,0.2,2.80%,7.302M,2.751M,15.735B,23.71,2751000,15735000000
CAH,"Cardinal Health, Inc.",53.49,1.29,2.47%,2.485M,1.903M,15.708B,11.37,1903000,15708000000
PBA,Pembina Pipeline Corporation,28.6,1.04,3.77%,2.291M,1.379M,15.706B,15.6,1379000,15706000000
TTM,Tata Motors Limited,22.32,-0.18,-0.80%,3.037M,2.236M,15.702B,11.53,2236000,15702000000
VICI,VICI Properties Inc.,29.22,0.57,1.99%,11.334M,5.359M,15.692B,16.7,5359000,15692000000
ZEN,"Zendesk, Inc.",133.08,-3.05,-2.24%,1.556M,1.282M,15.671B,,1282000,15671000000
LB,"L Brands, Inc.",55.68,1.6,2.96%,3.473M,4.265M,15.485B,18.56,4265000,15485000000
WYNN,"Wynn Resorts, Limited",133.32,0.43,0.32%,3.351M,2.865M,15.414B,,2865000,15414000000
LUMN,"Lumen Technologies, Inc.",13.47,0.3,2.28%,13.58M,15.385M,14.775B,,15385000,14775000000
ELAN,Elanco Animal Health Incorporated,31.13,0.2,0.65%,6.754M,3.831M,14.699B,,3831000,14699000000
ACGL,Arch Capital Group Ltd.,36.37,0.67,1.88%,4.406M,3.107M,14.658B,10.95,3107000,14658000000
